batch_id,experiment_id,model,sample_id,article_id,target_level,hit_target_final,round,accepted,reason,distance_to_target,best_distance_before,best_distance_after,distance_delta_vs_best_before,improved_this_round,fidelity_overall,fk,fre,ari,coleman_liau,gunning_fog,llm_errors_so_far
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l2,4d9e3e57-11c3-4e8b-a191-c0a83b93dd07,2,false,1,true,accepted_better_distance|tier=large;gap=3.94;mode=both,0.156,0.8658,0.156,-0.7098,true,0.9534,6.2,62.93,5.52,9.25,4.48,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l2,4d9e3e57-11c3-4e8b-a191-c0a83b93dd07,2,false,5,false,rejected_not_better_regenerate|tier=large;gap=2.43;mode=both,2.0078,0.156,0.156,1.8518,false,0.8469,15.29,13.78,15.61,18.64,10.53,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l2,4d9e3e57-11c3-4e8b-a191-c0a83b93dd07,2,false,5,false,rejected_not_better_regenerate|tier=large;gap=2.43;mode=both,1.7142,0.156,0.156,1.5582,false,0.7859,13.51,10.37,12.75,18.28,7.93,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,8793fe05-52a2-408d-b9c6-0e91d87cd585,4,false,1,false,rejected_not_better_regenerate|tier=medium;gap=1.28;mode=sentence_only,1.5555,0.0185,0.0185,1.537,false,0.8751,21.64,5.42,24.05,17.22,18.22,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,8793fe05-52a2-408d-b9c6-0e91d87cd585,4,false,1,false,rejected_not_better_regenerate|tier=medium;gap=1.28;mode=word_only,1.072,0.0185,0.0185,1.0535,false,0.8314,17.13,1.32,17.44,20.73,12.01,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,8793fe05-52a2-408d-b9c6-0e91d87cd585,4,false,1,true,accepted_better_distance|tier=medium;gap=1.28;mode=sentence_only,0.0098,0.0185,0.0098,-0.0087,true,1,12.58,42.04,12.79,12.47,10.73,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,8793fe05-52a2-408d-b9c6-0e91d87cd585,4,false,2,false,rejected_not_better_regenerate|tier=medium;gap=1.38;mode=word_only,0.3074,0.0098,0.0098,0.2976,false,0.909,14.83,24.42,15.13,15.86,11.03,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,8793fe05-52a2-408d-b9c6-0e91d87cd585,4,false,2,false,rejected_not_better_regenerate|tier=medium;gap=1.38;mode=word_only,1.0593,0.0098,0.0098,1.0495,false,0.7814,17.27,2.42,17.61,20.33,12.24,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,8793fe05-52a2-408d-b9c6-0e91d87cd585,4,false,2,false,rejected_not_better_regenerate|tier=medium;gap=1.38;mode=sentence_only,0.6639,0.0098,0.0098,0.6541,false,1,17.84,28.39,19.59,13.08,16.13,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,8793fe05-52a2-408d-b9c6-0e91d87cd585,4,false,3,false,rejected_not_better_regenerate|tier=medium;gap=1.38;mode=sentence_only,1.0464,0.0098,0.0098,1.0366,false,1,19.83,23.5,22.2,13.18,18.19,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,8793fe05-52a2-408d-b9c6-0e91d87cd585,4,false,3,false,rejected_not_better_regenerate|tier=medium;gap=1.38;mode=word_only,1.0909,0.0098,0.0098,1.0811,false,0.8014,17.44,1.83,17.82,20.39,12.88,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,8793fe05-52a2-408d-b9c6-0e91d87cd585,4,false,3,false,rejected_not_better_regenerate|tier=medium;gap=1.38;mode=word_only,0.7396,0.0098,0.0098,0.7298,false,0.8724,16.28,12.08,16.65,18.34,11.75,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,8793fe05-52a2-408d-b9c6-0e91d87cd585,4,false,4,false,rejected_not_better_regenerate|tier=medium;gap=1.38;mode=sentence_only,0.7605,0.0098,0.0098,0.7507,false,0.969,18.39,26.89,20.3,13.15,16.68,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,8793fe05-52a2-408d-b9c6-0e91d87cd585,4,false,4,false,rejected_not_better_regenerate|tier=medium;gap=1.38;mode=word_only,1.0982,0.0098,0.0098,1.0884,false,0.7714,17.41,1.36,17.77,20.53,12.52,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,8793fe05-52a2-408d-b9c6-0e91d87cd585,4,false,4,false,rejected_not_better_regenerate|tier=medium;gap=1.38;mode=word_only,1.4351,0.0098,0.0098,1.4253,false,0.7259,18.77,-7.46,19.2,22.04,13.81,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,8793fe05-52a2-408d-b9c6-0e91d87cd585,4,false,5,false,rejected_not_better_regenerate|tier=medium;gap=1.38;mode=word_only,1.1862,0.0098,0.0098,1.1764,false,0.8214,17.54,-1.7,17.92,21.33,12.45,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,8793fe05-52a2-408d-b9c6-0e91d87cd585,4,false,5,false,rejected_not_better_regenerate|tier=medium;gap=1.38;mode=sentence_only,1.8008,0.0098,0.0098,1.791,false,0.969,23.11,4.5,26.12,16.54,19.99,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,8793fe05-52a2-408d-b9c6-0e91d87cd585,4,false,5,false,rejected_not_better_regenerate|tier=medium;gap=1.38;mode=sentence_only,0.7104,0.0098,0.0098,0.7006,false,0.9845,18.09,27.09,19.87,13.28,16.3,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,6119875c-2c10-4062-a61c-427edb5de349,2,false,1,true,accepted_better_distance|tier=large;gap=2.12;mode=both,0.314,0.3498,0.314,-0.0358,true,0.9498,5.07,71.74,4.35,7.77,4.23,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,6119875c-2c10-4062-a61c-427edb5de349,2,false,2,false,rejected_not_better_regenerate|tier=large;gap=3.28;mode=both,1.9306,0.314,0.314,1.6166,false,0.9379,15.4,18.93,16.01,17.39,11.46,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,6119875c-2c10-4062-a61c-427edb5de349,2,false,2,false,rejected_not_better_regenerate|tier=large;gap=3.28;mode=both,2.9124,0.314,0.314,2.5984,false,0.8616,18.9,3.57,19.87,19.13,14.4,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,6119875c-2c10-4062-a61c-427edb5de349,2,false,2,false,rejected_not_better_regenerate|tier=large;gap=3.28;mode=both,2.4976,0.314,0.314,2.1836,false,0.8696,17.13,5.02,17.19,19.32,12.52,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,6119875c-2c10-4062-a61c-427edb5de349,2,false,3,false,rejected_not_better_regenerate|tier=large;gap=3.28;mode=both,2.8342,0.314,0.314,2.5202,false,0.8536,18.12,-0.8,18.62,20.73,12.88,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,6119875c-2c10-4062-a61c-427edb5de349,2,false,3,false,rejected_not_better_regenerate|tier=large;gap=3.28;mode=both,3.0792,0.314,0.314,2.7652,false,0.8896,19.19,-2.49,19.71,20.21,14.62,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,6119875c-2c10-4062-a61c-427edb5de349,2,false,3,false,rejected_not_better_regenerate|tier=large;gap=3.28;mode=both,3.2755,0.314,0.314,2.9615,false,0.8195,19.22,-11.66,19.4,22.59,13.97,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,6119875c-2c10-4062-a61c-427edb5de349,2,false,4,false,rejected_not_better_regenerate|tier=large;gap=3.28;mode=both,2.7544,0.314,0.314,2.4404,false,0.8777,17.97,0.38,17.95,19.86,13.44,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,6119875c-2c10-4062-a61c-427edb5de349,2,false,4,false,rejected_not_better_regenerate|tier=large;gap=3.28;mode=both,2.5693,0.314,0.314,2.2553,false,0.8716,17.52,7.29,18.27,19.11,12.91,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,6119875c-2c10-4062-a61c-427edb5de349,2,false,4,false,rejected_not_better_regenerate|tier=large;gap=3.28;mode=both,2.24,0.314,0.314,1.926,false,0.9037,16.32,10.65,16.43,18.43,12.14,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,6119875c-2c10-4062-a61c-427edb5de349,2,false,5,false,rejected_not_better_regenerate|tier=large;gap=3.28;mode=both,2.8277,0.314,0.314,2.5137,false,0.8857,18.25,0.47,18.57,19.98,13.63,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,6119875c-2c10-4062-a61c-427edb5de349,2,false,5,false,rejected_not_better_regenerate|tier=large;gap=3.28;mode=both,3.0108,0.314,0.314,2.6968,false,0.8636,18.61,-5.5,18.88,21.4,13.25,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,6119875c-2c10-4062-a61c-427edb5de349,2,false,5,false,rejected_not_better_regenerate|tier=large;gap=3.28;mode=both,1.8097,0.314,0.314,1.4957,false,0.9359,14.8,17.91,14.85,17.52,10.66,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,82d47400-39e6-4583-bde8-40825d477c10,2,false,1,true,accepted_better_distance|tier=large;gap=3.83;mode=both,0.4826,0.7319,0.4826,-0.2493,true,0.8275,4.26,75.72,3.96,7.26,3.06,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,82d47400-39e6-4583-bde8-40825d477c10,2,false,2,false,rejected_not_better_regenerate|tier=large;gap=4.07;mode=both,1.5778,0.4826,0.4826,1.0952,false,0.8477,13.95,26.49,14.88,16.84,9.02,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,82d47400-39e6-4583-bde8-40825d477c10,2,false,2,false,rejected_not_better_regenerate|tier=large;gap=4.07;mode=both,1.5422,0.4826,0.4826,1.0596,false,0.8275,13.19,21.81,13.46,17.82,8.42,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,82d47400-39e6-4583-bde8-40825d477c10,2,false,2,false,rejected_not_better_regenerate|tier=large;gap=4.07;mode=both,2.1009,0.4826,0.4826,1.6183,false,0.8273,15.89,14.22,16.58,18.45,10.92,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,82d47400-39e6-4583-bde8-40825d477c10,2,false,3,false,rejected_not_better_regenerate|tier=large;gap=4.07;mode=both,2.2661,0.4826,0.4826,1.7835,false,0.8275,16.34,11.17,17.1,19.06,11.46,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,82d47400-39e6-4583-bde8-40825d477c10,2,false,3,false,rejected_not_better_regenerate|tier=large;gap=4.07;mode=both,2.1798,0.4826,0.4826,1.6972,false,0.7968,16.13,12.84,16.93,18.8,11.03,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,82d47400-39e6-4583-bde8-40825d477c10,2,false,3,false,rejected_not_better_regenerate|tier=large;gap=4.07;mode=both,2.2359,0.4826,0.4826,1.7533,false,0.8375,16.45,10.28,16.82,18.74,10.86,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,82d47400-39e6-4583-bde8-40825d477c10,2,false,4,false,rejected_not_better_regenerate|tier=large;gap=4.07;mode=both,2.5608,0.4826,0.4826,2.0782,false,0.8068,17.19,5.49,17.94,19.98,12.38,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,82d47400-39e6-4583-bde8-40825d477c10,2,false,4,false,rejected_not_better_regenerate|tier=large;gap=4.07;mode=both,2.336,0.4826,0.4826,1.8534,false,0.807,16.64,9.6,17.32,19.16,11.52,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,82d47400-39e6-4583-bde8-40825d477c10,2,false,4,false,rejected_not_better_regenerate|tier=large;gap=4.07;mode=both,1.9921,0.4826,0.4826,1.5095,false,0.7968,15.44,16.98,16.27,18.22,10.79,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,82d47400-39e6-4583-bde8-40825d477c10,2,false,5,false,rejected_not_better_regenerate|tier=large;gap=4.07;mode=both,1.9559,0.4826,0.4826,1.4733,false,0.817,15.19,16.47,15.81,18.32,10.48,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,82d47400-39e6-4583-bde8-40825d477c10,2,false,5,false,rejected_not_better_regenerate|tier=large;gap=4.07;mode=both,2.4028,0.4826,0.4826,1.9202,false,0.8275,16.75,8.83,17.6,19.5,11.81,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,82d47400-39e6-4583-bde8-40825d477c10,2,false,5,false,rejected_not_better_regenerate|tier=large;gap=4.07;mode=both,1.8051,0.4826,0.4826,1.3225,false,0.8168,13.88,14.58,14.1,19.13,8.09,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,efe9220a-1d4e-43d7-af67-8de9e0bab44d,4,false,1,false,rejected_not_better_regenerate|tier=medium;gap=1.43;mode=word_only,0.7965,0.0284,0.0284,0.7681,false,0.788,16.69,9.03,16.5,18.21,12.36,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,efe9220a-1d4e-43d7-af67-8de9e0bab44d,4,false,1,false,rejected_not_better_regenerate|tier=medium;gap=1.43;mode=word_only,0.7449,0.0284,0.0284,0.7165,false,0.848,16.89,11.4,16.64,17.19,13.14,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,efe9220a-1d4e-43d7-af67-8de9e0bab44d,4,false,1,false,rejected_not_better_regenerate|tier=medium;gap=1.43;mode=word_only,1.075,0.0284,0.0284,1.0466,false,0.808,17.69,0.18,17.26,19.65,12.36,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,efe9220a-1d4e-43d7-af67-8de9e0bab44d,4,false,2,false,rejected_not_better_regenerate|tier=medium;gap=1.43;mode=sentence_only,0.9815,0.0284,0.0284,0.9531,false,1,19.7,28.64,22.44,12.04,18.09,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,efe9220a-1d4e-43d7-af67-8de9e0bab44d,4,false,2,false,rejected_not_better_regenerate|tier=medium;gap=1.43;mode=word_only,0.8272,0.0284,0.0284,0.7988,false,0.7982,16.88,7.98,16.58,18.21,12.67,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,efe9220a-1d4e-43d7-af67-8de9e0bab44d,4,false,2,false,rejected_not_better_regenerate|tier=medium;gap=1.43;mode=sentence_only,1.1632,0.0284,0.0284,1.1348,false,0.9898,20.63,25.9,23.56,12.1,18.92,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,efe9220a-1d4e-43d7-af67-8de9e0bab44d,4,false,3,false,rejected_not_better_regenerate|tier=medium;gap=1.43;mode=sentence_only,0.9884,0.0284,0.0284,0.96,false,0.9898,19.74,28.68,22.48,11.98,18.16,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,efe9220a-1d4e-43d7-af67-8de9e0bab44d,4,false,3,false,rejected_not_better_regenerate|tier=medium;gap=1.43;mode=sentence_only,0.8315,0.0284,0.0284,0.8031,false,1,18.95,30.36,21.44,12.04,17.27,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,efe9220a-1d4e-43d7-af67-8de9e0bab44d,4,false,3,false,rejected_not_better_regenerate|tier=medium;gap=1.43;mode=word_only,0.3428,0.0284,0.0284,0.3144,false,0.8589,15.33,24.06,15.31,15.08,12.2,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,efe9220a-1d4e-43d7-af67-8de9e0bab44d,4,false,4,false,rejected_not_better_regenerate|tier=medium;gap=1.43;mode=sentence_only,0.9848,0.0284,0.0284,0.9564,false,0.9898,19.72,28.66,22.46,12.01,18.12,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,efe9220a-1d4e-43d7-af67-8de9e0bab44d,4,false,4,false,rejected_not_better_regenerate|tier=medium;gap=1.43;mode=sentence_only,0.9975,0.0284,0.0284,0.9691,false,1,19.78,28.15,22.48,12.06,18.15,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,efe9220a-1d4e-43d7-af67-8de9e0bab44d,4,false,4,false,rejected_not_better_regenerate|tier=medium;gap=1.43;mode=word_only,1.0107,0.0284,0.0284,0.9823,false,0.7475,17.67,2.44,17.18,18.91,12.85,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,efe9220a-1d4e-43d7-af67-8de9e0bab44d,4,false,5,false,rejected_not_better_regenerate|tier=medium;gap=1.43;mode=sentence_only,0.988,0.0284,0.0284,0.9596,false,1,19.73,28.56,22.49,12.04,18.12,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,efe9220a-1d4e-43d7-af67-8de9e0bab44d,4,false,5,false,rejected_not_better_regenerate|tier=medium;gap=1.43;mode=word_only,1.1259,0.0284,0.0284,1.0975,false,0.7575,18.02,-0.54,17.66,19.65,12.88,0
adj_q_small_20260227_193621,ch5_small_adjust_questions_20260227_193621,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,efe9220a-1d4e-43d7-af67-8de9e0bab44d,4,false,5,false,rejected_not_better_regenerate|tier=medium;gap=1.43;mode=sentence_only,1.0073,0.0284,0.0284,0.9789,false,1,19.83,28.31,22.61,12.04,18.22,0
