batch_id,experiment_id,model,sample_id,article_id,target_level,hit_target_final,round,accepted,reason,distance_to_target,best_distance_before,best_distance_after,distance_delta_vs_best_before,improved_this_round,fidelity_overall,fk,fre,ari,coleman_liau,gunning_fog,llm_errors_so_far
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l2,9887ef56-90a8-499f-a7d5-a798b762507a,2,false,1,true,accepted_better_distance|tier=gt3;gap=3.94;mode=both,0.3565,0.8658,0.3565,-0.5093,true,0.8924,4.89,72.57,4.38,7.82,3.71,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l2,9887ef56-90a8-499f-a7d5-a798b762507a,2,false,5,false,rejected_not_better_regenerate|tier=gt3;gap=3.51;mode=both,3.3616,0.3565,0.3565,3.0051,false,0.7548,19.78,-9.38,20.79,22.4,13.98,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l2,9887ef56-90a8-499f-a7d5-a798b762507a,2,false,5,false,rejected_not_better_regenerate|tier=gt3;gap=3.51;mode=both,3.1281,0.3565,0.3565,2.7716,false,0.7393,19.17,-4.66,19.88,21.16,13.94,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,b10c6b61-9d0e-405c-886c-9e3f344e4d9f,4,false,1,false,rejected_not_better_regenerate|tier=0.5to2;gap=1.28;mode=word_budget_7,0.0189,0.0185,0.0185,0.0004,false,1,12.39,42.14,12.49,12.49,10.48,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,b10c6b61-9d0e-405c-886c-9e3f344e4d9f,4,false,1,true,accepted_better_distance|tier=0.5to2;gap=1.28;mode=word_budget_7,0.0171,0.0185,0.0171,-0.0014,true,1,12.41,42.08,12.5,12.49,10.53,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,b10c6b61-9d0e-405c-886c-9e3f344e4d9f,4,false,2,false,rejected_not_better_regenerate|tier=0.5to2;gap=1.29;mode=word_budget_7,0.0193,0.0171,0.0171,0.0022,false,1,12.41,41.99,12.54,12.57,10.47,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,b10c6b61-9d0e-405c-886c-9e3f344e4d9f,4,false,2,false,rejected_not_better_regenerate|tier=0.5to2;gap=1.29;mode=word_budget_7,0.0175,0.0171,0.0171,0.0004,false,1,12.48,41.49,12.59,12.62,10.52,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,b10c6b61-9d0e-405c-886c-9e3f344e4d9f,4,false,2,false,rejected_not_better_regenerate|tier=0.5to2;gap=1.29;mode=word_budget_7,0.0225,0.0171,0.0171,0.0054,false,1,12.39,42.14,12.52,12.53,10.38,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,b10c6b61-9d0e-405c-886c-9e3f344e4d9f,4,false,3,false,rejected_not_better_regenerate|tier=0.5to2;gap=1.29;mode=word_budget_7,0.0175,0.0171,0.0171,0.0004,false,1,12.43,41.84,12.54,12.55,10.52,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,b10c6b61-9d0e-405c-886c-9e3f344e4d9f,4,false,3,true,accepted_better_distance|tier=0.5to2;gap=1.29;mode=sentence_budget_3,0.0076,0.0171,0.0076,-0.0095,true,0.9845,12.84,39.7,13.02,12.91,10.79,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,b10c6b61-9d0e-405c-886c-9e3f344e4d9f,4,false,4,true,accepted_better_distance|tier=0.5to2;gap=1.52;mode=word_budget_7,0.0058,0.0076,0.0058,-0.0018,true,0.9845,12.91,39.19,13.07,12.98,10.84,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,b10c6b61-9d0e-405c-886c-9e3f344e4d9f,4,false,5,true,accepted_better_distance|tier=0.5to2;gap=1.55;mode=word_budget_7,0.004,0.0058,0.004,-0.0018,true,0.9845,12.96,38.79,13.13,13.05,10.89,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,33926f04-218a-4f25-9c12-89fa20c05119,4,true,1,true,accepted_better_distance|tier=2to3;gap=2.88;mode=sentence_only,0.0144,0.149,0.0144,-0.1346,true,1,13.53,44.5,14.8,12.01,12.22,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,33926f04-218a-4f25-9c12-89fa20c05119,4,true,2,true,accepted_better_distance|tier=0.5to2;gap=1.87;mode=word_budget_7,0.0092,0.0144,0.0092,-0.0052,true,1,13.46,45.04,14.73,11.93,12.18,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,33926f04-218a-4f25-9c12-89fa20c05119,4,true,3,true,accepted_better_distance|tier=0.5to2;gap=1.84;mode=word_budget_7,0.004,0.0092,0.004,-0.0052,true,1,13.31,46.12,14.6,11.76,12.05,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,33926f04-218a-4f25-9c12-89fa20c05119,4,true,4,true,accepted_better_distance|tier=0.5to2;gap=1.79;mode=word_budget_7,0,0.004,0,-0.004,true,1,13.19,46.93,14.46,11.59,12.01,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,33926f04-218a-4f25-9c12-89fa20c05119,4,true,5,false,rejected_not_better_regenerate|tier=0.5to2;gap=1.71;mode=word_budget_7,0,0,0,0,false,1,13.09,47.65,14.39,11.51,11.92,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,33926f04-218a-4f25-9c12-89fa20c05119,4,true,5,false,rejected_not_better_regenerate|tier=0.5to2;gap=1.71;mode=word_budget_7,0,0,0,0,false,1,13.13,47.38,14.43,11.55,12.01,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,33926f04-218a-4f25-9c12-89fa20c05119,4,true,5,false,rejected_not_better_regenerate|tier=0.5to2;gap=1.71;mode=word_budget_7,0,0,0,0,false,1,13.06,47.92,14.31,11.4,11.92,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,72ec4dd3-2307-4efd-aec5-b9615a27eb39,2,false,1,true,accepted_better_distance|tier=gt3;gap=3.83;mode=both,0.3865,0.7319,0.3865,-0.3454,true,0.818,4.78,73.24,4.36,7.79,3.35,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,72ec4dd3-2307-4efd-aec5-b9615a27eb39,2,false,2,false,rejected_not_better_regenerate|tier=gt3;gap=3.67;mode=both,1.35,0.3865,0.3865,0.9635,false,0.7673,12.25,21,11.61,16.8,6.31,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,72ec4dd3-2307-4efd-aec5-b9615a27eb39,2,false,2,false,rejected_not_better_regenerate|tier=gt3;gap=3.67;mode=both,2.3611,0.3865,0.3865,1.9746,false,0.8075,16.64,9.48,17.52,19.45,11.5,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,72ec4dd3-2307-4efd-aec5-b9615a27eb39,2,false,2,false,rejected_not_better_regenerate|tier=gt3;gap=3.67;mode=both,2.0243,0.3865,0.3865,1.6378,false,0.8075,15.45,14.83,16.02,18.52,10.14,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,72ec4dd3-2307-4efd-aec5-b9615a27eb39,2,false,3,false,rejected_not_better_regenerate|tier=gt3;gap=3.67;mode=both,2.5781,0.3865,0.3865,2.1916,false,0.8075,17.41,5.24,18.12,19.8,12.22,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,72ec4dd3-2307-4efd-aec5-b9615a27eb39,2,false,3,false,rejected_not_better_regenerate|tier=gt3;gap=3.67;mode=both,2.9447,0.3865,0.3865,2.5582,false,0.7468,18.2,-7.63,18.5,22.41,11.55,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,72ec4dd3-2307-4efd-aec5-b9615a27eb39,2,false,3,false,rejected_not_better_regenerate|tier=gt3;gap=3.67;mode=both,2.2277,0.3865,0.3865,1.8412,false,0.787,16.31,11.27,16.99,18.95,10.91,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,72ec4dd3-2307-4efd-aec5-b9615a27eb39,2,false,4,false,rejected_not_better_regenerate|tier=gt3;gap=3.67;mode=both,2.3368,0.3865,0.3865,1.9503,false,0.8075,16.66,9.2,17.46,19.41,10.8,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,72ec4dd3-2307-4efd-aec5-b9615a27eb39,2,false,4,false,rejected_not_better_regenerate|tier=gt3;gap=3.67;mode=both,1.4727,0.3865,0.3865,1.0862,false,0.828,13.37,25.07,13.58,16.82,7.91,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,72ec4dd3-2307-4efd-aec5-b9615a27eb39,2,false,4,false,rejected_not_better_regenerate|tier=gt3;gap=3.67;mode=both,2.6369,0.3865,0.3865,2.2504,false,0.7468,17.53,0.72,17.79,20.49,11.59,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,72ec4dd3-2307-4efd-aec5-b9615a27eb39,2,false,5,false,rejected_not_better_regenerate|tier=gt3;gap=3.67;mode=both,2.4734,0.3865,0.3865,2.0869,false,0.7877,16.94,4.73,17.41,20.1,11.34,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,72ec4dd3-2307-4efd-aec5-b9615a27eb39,2,false,5,false,rejected_not_better_regenerate|tier=gt3;gap=3.67;mode=both,1.269,0.3865,0.3865,0.8825,false,0.8484,13.31,34.24,14.05,14.84,9.39,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,72ec4dd3-2307-4efd-aec5-b9615a27eb39,2,false,5,false,rejected_not_better_regenerate|tier=gt3;gap=3.67;mode=both,2.4054,0.3865,0.3865,2.0189,false,0.7775,16.88,8.48,17.71,19.47,11.43,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,7c0c92ff-415b-4fab-965f-b8a75288ef03,4,true,1,true,accepted_better_distance|tier=0.5to2;gap=1.43;mode=word_budget_7,0.028,0.0284,0.028,-0.0004,true,1,12.17,47.51,12.63,11.47,10.23,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,7c0c92ff-415b-4fab-965f-b8a75288ef03,4,true,2,true,accepted_better_distance|tier=0.5to2;gap=1.41;mode=word_budget_7,0.0247,0.028,0.0247,-0.0033,true,1,12.26,46.89,12.67,11.53,10.32,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,7c0c92ff-415b-4fab-965f-b8a75288ef03,4,true,3,false,rejected_not_better_regenerate|tier=0.5to2;gap=1.37;mode=sentence_budget_3,0.0771,0.0247,0.0247,0.0524,false,1,13.91,34.48,14.29,13.73,10.92,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,7c0c92ff-415b-4fab-965f-b8a75288ef03,4,true,3,false,rejected_not_better_regenerate|tier=0.5to2;gap=1.37;mode=sentence_budget_3,0.1288,0.0247,0.0247,0.1041,false,0.99,14.09,32.05,14.48,14.32,10.68,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,7c0c92ff-415b-4fab-965f-b8a75288ef03,4,true,3,false,rejected_not_better_regenerate|tier=0.5to2;gap=1.37;mode=sentence_budget_3,0.9408,0.0247,0.0247,0.9161,false,0.7877,16.97,5.01,17,19.44,12.11,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,7c0c92ff-415b-4fab-965f-b8a75288ef03,4,true,4,false,rejected_not_better_regenerate|tier=0.5to2;gap=1.37;mode=word_budget_7,0.0247,0.0247,0.0247,0,false,1,12.33,46.34,12.72,11.6,10.32,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,7c0c92ff-415b-4fab-965f-b8a75288ef03,4,true,4,false,rejected_not_better_regenerate|tier=0.5to2;gap=1.37;mode=word_budget_7,0.0247,0.0247,0.0247,0,false,1,12.29,46.69,12.74,11.61,10.32,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,7c0c92ff-415b-4fab-965f-b8a75288ef03,4,true,4,true,accepted_better_distance|tier=0.5to2;gap=1.37;mode=word_budget_7,0.0193,0.0247,0.0193,-0.0054,true,1,12.36,46.18,12.75,11.63,10.47,0
adj_q_small_20260227_201346,ch5_small_adjust_questions_20260227_201346,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,7c0c92ff-415b-4fab-965f-b8a75288ef03,4,true,5,true,accepted_better_distance|tier=0.5to2;gap=1.38;mode=sentence_budget_3,0,0.0193,0,-0.0193,true,1,13.15,43.87,13.76,11.82,11.28,0
