batch_id,experiment_id,model,sample_id,article_id,target_level,hit_target_final,round,accepted,reason,distance_to_target,best_distance_before,best_distance_after,distance_delta_vs_best_before,improved_this_round,fidelity_overall,fk,fre,ari,coleman_liau,gunning_fog,llm_errors_so_far
adj_q_small_20260227_221136,ch5_small_adjust_questions_20260227_221136,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l2,8b48680f-d037-4710-80eb-44f62e3add92,2,false,1,true,accepted_better_distance|tier=dist_0.5_to_1.5;dist=0.8658;center_gap=3.94;mode=word_only;dominant=word;dir_changed=0;wb=28;sb=5;lf=1.19;df=1.32;af=na;pg=na;pd=na;af_fb=0,0.4389,0.8658,0.4389,-0.4269,true,1,10.87,52.92,11.15,10.86,9.32,0
adj_q_small_20260227_221136,ch5_small_adjust_questions_20260227_221136,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,fb1125c5-4405-4b98-86fc-bb0e97e33eb3,2,true,5,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.0000;center_gap=0.91;mode=sentence_budget_1;dominant=sentence;dir_changed=1;wb=40;sb=19;lf=1.16;df=0.80;af=1.0000;pg=0.0030;pd=0.0030;af_fb=0,0.111,0,0,0.111,false,0.9598,5.99,73.95,5.71,8.01,5.8,0
adj_q_small_20260227_221136,ch5_small_adjust_questions_20260227_221136,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,6c558711-b5ae-4596-b376-92ea75999f8d,4,false,1,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.1490;center_gap=2.88;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=8;sb=1;lf=1.24;df=0.89;af=na;pg=na;pd=na;af_fb=0,0.36,0.149,0.149,0.211,false,0.972,14.51,19.72,14.27,16.87,10.91,0
adj_q_small_20260227_221136,ch5_small_adjust_questions_20260227_221136,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,6c558711-b5ae-4596-b376-92ea75999f8d,4,false,1,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.1490;center_gap=2.88;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=8;sb=1;lf=1.24;df=0.89;af=na;pg=na;pd=na;af_fb=0,0.5508,0.149,0.149,0.4018,false,0.9218,14.61,13.02,14.12,18.31,9.81,0
adj_q_small_20260227_221136,ch5_small_adjust_questions_20260227_221136,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,6c558711-b5ae-4596-b376-92ea75999f8d,4,false,1,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.1490;center_gap=2.88;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=8;sb=1;lf=1.24;df=0.89;af=na;pg=na;pd=na;af_fb=0,0.826,0.149,0.149,0.677,false,0.8616,15.74,3.37,15.19,20.02,10.7,0
adj_q_small_20260227_221136,ch5_small_adjust_questions_20260227_221136,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,6c558711-b5ae-4596-b376-92ea75999f8d,4,false,2,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.1490;center_gap=2.88;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=8;sb=1;lf=1.24;df=0.89;af=1.0000;pg=0.1490;pd=0.0000;af_fb=1,0.2947,0.149,0.149,0.1457,false,0.972,13.97,21.63,13.57,16.55,10.51,0
adj_q_small_20260227_221136,ch5_small_adjust_questions_20260227_221136,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,6c558711-b5ae-4596-b376-92ea75999f8d,4,false,2,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.1490;center_gap=2.88;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=8;sb=1;lf=1.24;df=0.89;af=1.0000;pg=0.1490;pd=0.0000;af_fb=1,0.4866,0.149,0.149,0.3376,false,0.8857,14.26,14.96,13.76,18,9.8,0
adj_q_small_20260227_221136,ch5_small_adjust_questions_20260227_221136,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,6c558711-b5ae-4596-b376-92ea75999f8d,4,false,2,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.1490;center_gap=2.88;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=8;sb=1;lf=1.24;df=0.89;af=1.0000;pg=0.1490;pd=0.0000;af_fb=1,0.0755,0.149,0.0755,-0.0735,true,1,10.92,47,11.1,12.46,9.1,0
adj_q_small_20260227_221136,ch5_small_adjust_questions_20260227_221136,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,6c558711-b5ae-4596-b376-92ea75999f8d,4,false,3,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.0755;center_gap=2.29;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=16;sb=2;lf=1.22;df=0.85;af=2.0272;pg=0.1490;pd=0.0735;af_fb=0,0.0509,0.0755,0.0509,-0.0246,true,1,11.82,40.9,11.77,13.21,9.6,0
adj_q_small_20260227_221136,ch5_small_adjust_questions_20260227_221136,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,6c558711-b5ae-4596-b376-92ea75999f8d,4,false,4,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.0509;center_gap=1.6;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=40;sb=6;lf=1.22;df=0.83;af=3.0691;pg=0.0755;pd=0.0246;af_fb=0,0.0476,0.0509,0.0476,-0.0033,true,1,12.01,39.53,12,13.5,9.69,0
adj_q_small_20260227_221136,ch5_small_adjust_questions_20260227_221136,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,6c558711-b5ae-4596-b376-92ea75999f8d,4,false,5,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.0476;center_gap=1.43;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=40;sb=19;lf=1.22;df=0.83;af=4.0000;pg=0.0509;pd=0.0033;af_fb=0,0.0476,0.0476,0.0476,0,false,1,12.01,39.53,12,13.5,9.69,0
adj_q_small_20260227_221136,ch5_small_adjust_questions_20260227_221136,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,6c558711-b5ae-4596-b376-92ea75999f8d,4,false,5,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.0476;center_gap=1.43;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=40;sb=19;lf=1.22;df=0.83;af=4.0000;pg=0.0509;pd=0.0033;af_fb=0,0.0476,0.0476,0.0476,0,false,1,12.01,39.53,12,13.5,9.69,0
adj_q_small_20260227_221136,ch5_small_adjust_questions_20260227_221136,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,6c558711-b5ae-4596-b376-92ea75999f8d,4,false,5,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.0476;center_gap=1.43;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=40;sb=19;lf=1.22;df=0.83;af=4.0000;pg=0.0509;pd=0.0033;af_fb=0,0.0473,0.0476,0.0473,-0.0003,true,1,12.02,39.49,12.01,13.5,9.7,0
