"ts","log_file","micro_batch_index","index_in_batch","total_in_batch","ok","recovered_from_output","sample_id","target_level","model","provider","source_article_id","source_dataset","source_file","article_id","hit_target","rounds_used","fidelity_overall","prompt_tokens","completion_tokens","total_tokens","llm_calls","elapsed_ms","error","status"
"2026/3/1 12:51:53","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","2","24","True","False","questions_ielts_16_test1_passage3_c27ldj_to_l4_r2_x-ai_grok-4.1-fast","4","x-ai/grok-4.1-fast","openrouter","ielts_16_test1_passage3_c27ldj","questions","ielts_16_test1_passage3_c27ldj.json","ed489117-551d-42c5-bb19-f75968acfd10","True","1","0.9565","1686","7111","8797","1","73908",,
"2026/3/1 12:56:44","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","3","24","True","False","questions_ielts_16_test2_passage1_927lvj_to_l4_r3_x-ai_grok-4.1-fast","4","x-ai/grok-4.1-fast","openrouter","ielts_16_test2_passage1_927lvj","questions","ielts_16_test2_passage1_927lvj.json","65038136-7e5c-49c9-8ea8-564ebdeaf1fa","True","2","1","3768","26948","30716","2","290923",,
"2026/3/1 12:57:14","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","4","24","True","False","questions_ielts_16_test2_passage2_a27mbj_to_l4_r4_x-ai_grok-4.1-fast","4","x-ai/grok-4.1-fast","openrouter","ielts_16_test2_passage2_a27mbj","questions","ielts_16_test2_passage2_a27mbj.json","1da5ce96-8156-4539-b0c9-7c4648b1db6d","True","1","0.9603","1781","2612","4393","1","29680",,
"2026/3/1 12:58:36","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","5","24","True","False","questions_ielts_16_test2_passage3_027mtj_to_l4_r5_x-ai_grok-4.1-fast","4","x-ai/grok-4.1-fast","openrouter","ielts_16_test2_passage3_027mtj","questions","ielts_16_test2_passage3_027mtj.json","7f1e7bb7-debc-4238-a1ff-cde84c5d5a95","True","1","0.9591","1583","7577","9160","1","81899",,
"2026/3/1 12:59:27","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","6","24","True","False","questions_ielts_16_test3_passage1_827nbj_to_l4_r6_x-ai_grok-4.1-fast","4","x-ai/grok-4.1-fast","openrouter","ielts_16_test3_passage1_827nbj","questions","ielts_16_test3_passage1_827nbj.json","26e6ceca-0710-4f20-84ad-f753e8bfb8fb","True","1","0.9526","1687","5752","7439","1","50752",,
"2026/3/1 13:00:30","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","7","24","True","False","questions_ielts_16_test3_passage3_227o8j_to_l4_r7_x-ai_grok-4.1-fast","4","x-ai/grok-4.1-fast","openrouter","ielts_16_test3_passage3_227o8j","questions","ielts_16_test3_passage3_227o8j.json","9ef8b8ae-21ff-4459-a233-31d1c2021348","True","1","0.9534","1665","7692","9357","1","62324",,
"2026/3/1 13:01:47","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","8","24","True","False","questions_ielts_16_test4_passage1_d27oqj_to_l4_r8_x-ai_grok-4.1-fast","4","x-ai/grok-4.1-fast","openrouter","ielts_16_test4_passage1_d27oqj","questions","ielts_16_test4_passage1_d27oqj.json","037866d2-12a3-4519-aca7-c0802b465c30","True","1","1","1766","10527","12293","1","76477",,
"2026/3/1 13:02:48","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","9","24","True","False","questions_ielts_16_test4_passage2_027p7j_to_l5_r1_x-ai_grok-4.1-fast","5","x-ai/grok-4.1-fast","openrouter","ielts_16_test4_passage2_027p7j","questions","ielts_16_test4_passage2_027p7j.json","b2df0f44-36bc-4990-b545-f5c1cd4260af","True","1","1","1776","9008","10784","1","60360",,
"2026/3/1 13:06:00","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","10","24","True","False","questions_ielts_16_test4_passage3_c27puj_to_l5_r2_x-ai_grok-4.1-fast","5","x-ai/grok-4.1-fast","openrouter","ielts_16_test4_passage3_c27puj","questions","ielts_16_test4_passage3_c27puj.json","3468a0a4-ba5c-49bb-b195-911c5a5a13b1","True","2","0.969","3294","16864","20158","2","192174",,
"2026/3/1 13:08:15","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","11","24","True","False","questions_ielts_17_test1_passage1_c27quj_to_l5_r3_x-ai_grok-4.1-fast","5","x-ai/grok-4.1-fast","openrouter","ielts_17_test1_passage1_c27quj","questions","ielts_17_test1_passage1_c27quj.json","06e6b59c-4385-435c-b92c-241d8f483a93","True","2","0.9671","3514","16853","20367","2","135003",,
"2026/3/1 13:09:47","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","12","24","True","False","questions_ielts_17_test1_passage3_d27rrj_to_l5_r4_x-ai_grok-4.1-fast","5","x-ai/grok-4.1-fast","openrouter","ielts_17_test1_passage3_d27rrj","questions","ielts_17_test1_passage3_d27rrj.json","7e95a8a0-f18c-470f-a6e9-30d429a9f8bf","True","1","0.98","1854","10648","12502","1","91733",,
"2026/3/1 13:14:55","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","13","24","False","True","questions_ielts_17_test2_passage1_627s9j_to_l5_r5_x-ai_grok-4.1-fast","5","x-ai/grok-4.1-fast",,"ielts_17_test2_passage1_627s9j","questions","ielts_17_test2_passage1_627s9j.json",,,,,,,,,"306896","fetch failed",
"2026/3/1 13:16:00","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","14","24","True","False","questions_ielts_17_test2_passage3_627t7j_to_l5_r6_x-ai_grok-4.1-fast","5","x-ai/grok-4.1-fast","openrouter","ielts_17_test2_passage3_627t7j","questions","ielts_17_test2_passage3_627t7j.json","94b179a0-bbd5-4eab-8f5f-e9b9ba498922","True","1","0.9918","1806","10062","11868","1","64914",,
"2026/3/1 13:17:20","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","15","24","True","False","questions_ielts_17_test3_passage1_c27tpj_to_l5_r7_x-ai_grok-4.1-fast","5","x-ai/grok-4.1-fast","openrouter","ielts_17_test3_passage1_c27tpj","questions","ielts_17_test3_passage1_c27tpj.json","7702050b-8331-4bfd-8cad-4021da1d6ab1","True","1","0.91","1689","6903","8592","1","79483",,
"2026/3/1 13:18:16","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","16","24","True","False","questions_ielts_17_test3_passage3_f27umj_to_l5_r8_x-ai_grok-4.1-fast","5","x-ai/grok-4.1-fast","openrouter","ielts_17_test3_passage3_f27umj","questions","ielts_17_test3_passage3_f27umj.json","352ef32d-afee-46b9-bac9-efef96a5c15d","True","1","1","1903","9593","11496","1","56520",,
"2026/3/1 13:21:14","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","17","24","True","False","generated_0350be07-6c09-40f8-a55b-a43f7fb8faab_to_l1_r1_x-ai_grok-4.1-fast","1","x-ai/grok-4.1-fast","openrouter","0350be07-6c09-40f8-a55b-a43f7fb8faab","generated","0350be07-6c09-40f8-a55b-a43f7fb8faab.json","013e0d1f-7e59-4a46-8316-34707fd025b7","True","3","0.755","4174","21083","25257","3","177271",,
"2026/3/1 13:21:49","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","18","24","True","False","generated_039cb4b4-1508-481e-abd4-522e76f3ccf3_to_l1_r2_x-ai_grok-4.1-fast","1","x-ai/grok-4.1-fast","openrouter","039cb4b4-1508-481e-abd4-522e76f3ccf3","generated","039cb4b4-1508-481e-abd4-522e76f3ccf3.json","07a9d556-009e-4010-9f6f-1727985291cb","True","1","1","1342","5275","6617","1","34388",,
"2026/3/1 13:26:56","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","19","24","False","True","generated_09edb394-a0f6-4424-a226-f4deeb51e99f_to_l1_r3_x-ai_grok-4.1-fast","1","x-ai/grok-4.1-fast",,"09edb394-a0f6-4424-a226-f4deeb51e99f","generated","09edb394-a0f6-4424-a226-f4deeb51e99f.json",,,,,,,,,"306817","fetch failed",
"2026/3/1 13:32:03","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","20","24","False","True","generated_0abb6f8a-2252-4304-a020-1cdf392abadd_to_l1_r4_x-ai_grok-4.1-fast","1","x-ai/grok-4.1-fast",,"0abb6f8a-2252-4304-a020-1cdf392abadd","generated","0abb6f8a-2252-4304-a020-1cdf392abadd.json",,,,,,,,,"306786","fetch failed",
"2026/3/1 13:35:35","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","21","24","True","False","generated_0ae1cae6-1308-47f1-b1d7-c27541b36b95_to_l1_r5_x-ai_grok-4.1-fast","1","x-ai/grok-4.1-fast","openrouter","0ae1cae6-1308-47f1-b1d7-c27541b36b95","generated","0ae1cae6-1308-47f1-b1d7-c27541b36b95.json","16f19d3e-2644-421e-82ec-35cbb366affc","True","3","0.7813","3083","23493","26576","3","211408",,
"2026/3/1 13:40:41","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","22","24","True","False","generated_0bef376f-b893-43d1-820d-00fba9ab6838_to_l1_r6_x-ai_grok-4.1-fast","1","x-ai/grok-4.1-fast","openrouter","0bef376f-b893-43d1-820d-00fba9ab6838","generated","0bef376f-b893-43d1-820d-00fba9ab6838.json","008e8b5a-977e-4537-8567-0a510effbfdd","True","5","0.7712","5137","33562","38699","5","306202",,
"2026/3/1 13:45:23","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","23","24","True","False","generated_0c073ba2-1279-4572-a200-bd170c99d332_to_l1_r7_x-ai_grok-4.1-fast","1","x-ai/grok-4.1-fast","openrouter","0c073ba2-1279-4572-a200-bd170c99d332","generated","0c073ba2-1279-4572-a200-bd170c99d332.json","913556fa-4d80-4b37-bcca-e674f902d2d8","True","4","0.7323","5336","32441","37777","4","281041",,
"2026/3/1 13:46:59","adjust_main_n8_mb02_2026-03-01T12-48-35-695Z.jsonl","2","24","24","True","False","generated_0c413512-f7ee-4e64-b5f2-e35d46dc7ad7_to_l1_r8_x-ai_grok-4.1-fast","1","x-ai/grok-4.1-fast","openrouter","0c413512-f7ee-4e64-b5f2-e35d46dc7ad7","generated","0c413512-f7ee-4e64-b5f2-e35d46dc7ad7.json","0ef6935d-08d9-4656-8d69-b8dac01e704a","True","1","0.9908","1361","8634","9995","1","96307",,
"2026/3/1 12:49:37","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","1","24","True","False","generated_0c812562-e605-4eec-9b15-fa0701517dd0_to_l2_r1_x-ai_grok-4.1-fast","2","x-ai/grok-4.1-fast","openrouter","0c812562-e605-4eec-9b15-fa0701517dd0","generated","0c812562-e605-4eec-9b15-fa0701517dd0.json","7b63baac-3a69-496f-9b28-ae9287f065eb","True","1","0.9786","1062","8188","9250","1","61633",,
"2026/3/1 12:54:12","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","2","24","True","False","generated_0c8587eb-b6e0-484b-8c70-807e3266c714_to_l2_r2_x-ai_grok-4.1-fast","2","x-ai/grok-4.1-fast","openrouter","0c8587eb-b6e0-484b-8c70-807e3266c714","generated","0c8587eb-b6e0-484b-8c70-807e3266c714.json","06d44237-4fc5-4069-9951-2dd97a2a89b0","True","3","0.8803","4185","30700","34885","3","274490",,
"2026/3/1 12:55:49","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","3","24","True","False","generated_0e4b88a4-1242-4606-888a-6c1f1b7f7804_to_l2_r3_x-ai_grok-4.1-fast","2","x-ai/grok-4.1-fast","openrouter","0e4b88a4-1242-4606-888a-6c1f1b7f7804","generated","0e4b88a4-1242-4606-888a-6c1f1b7f7804.json","0930e1dc-b6ab-42ad-8921-3a030e6e4d55","True","1","0.9257","977","8671","9648","1","97149",,
"2026/3/1 12:58:08","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","4","24","True","False","generated_0f1efd6f-a3bd-4915-bd74-9a73aa50720b_to_l2_r4_x-ai_grok-4.1-fast","2","x-ai/grok-4.1-fast","openrouter","0f1efd6f-a3bd-4915-bd74-9a73aa50720b","generated","0f1efd6f-a3bd-4915-bd74-9a73aa50720b.json","697ac909-1995-4434-ae9f-502fe159c850","True","2","0.99","2389","13829","16218","2","138334",,
"2026/3/1 12:59:22","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","5","24","True","False","generated_11a0826e-5a87-4e50-b071-49d4d7daa336_to_l2_r5_x-ai_grok-4.1-fast","2","x-ai/grok-4.1-fast","openrouter","11a0826e-5a87-4e50-b071-49d4d7daa336","generated","11a0826e-5a87-4e50-b071-49d4d7daa336.json","41628538-ba6c-43d2-afa4-149326f12068","True","1","1","1056","6174","7230","1","73515",,
"2026/3/1 13:01:05","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","6","24","True","False","generated_124bd8f6-90f3-4fa5-9ed1-72ce929b791f_to_l2_r6_x-ai_grok-4.1-fast","2","x-ai/grok-4.1-fast","openrouter","124bd8f6-90f3-4fa5-9ed1-72ce929b791f","generated","124bd8f6-90f3-4fa5-9ed1-72ce929b791f.json","0906a24b-e57c-49b5-bf06-5aec227c3b62","True","1","0.9842","1196","10706","11902","1","103568",,
"2026/3/1 13:01:51","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","7","24","True","False","generated_14437b00-2ac3-40e2-a14b-1112e936a901_to_l2_r7_x-ai_grok-4.1-fast","2","x-ai/grok-4.1-fast","openrouter","14437b00-2ac3-40e2-a14b-1112e936a901","generated","14437b00-2ac3-40e2-a14b-1112e936a901.json","2c3e6835-ec7c-412c-a4d7-eba001875702","True","1","0.9839","981","4635","5616","1","45381",,
"2026/3/1 13:02:39","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","8","24","True","False","generated_1679e35f-e594-4859-a7ba-551d81fc8369_to_l2_r8_x-ai_grok-4.1-fast","2","x-ai/grok-4.1-fast","openrouter","1679e35f-e594-4859-a7ba-551d81fc8369","generated","1679e35f-e594-4859-a7ba-551d81fc8369.json","27b0bce5-97a2-4eb5-bc7a-c6c00f279e09","True","1","0.8843","994","6599","7593","1","47942",,
"2026/3/1 13:03:44","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","9","24","True","False","generated_18e3546e-a14a-4655-a5b1-e4ea21ec633e_to_l3_r1_x-ai_grok-4.1-fast","3","x-ai/grok-4.1-fast","openrouter","18e3546e-a14a-4655-a5b1-e4ea21ec633e","generated","18e3546e-a14a-4655-a5b1-e4ea21ec633e.json","71bbe3dd-88d4-4dfa-af96-088c073fc385","True","1","0.9813","1222","6265","7487","1","63826",,
"2026/3/1 13:06:07","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","10","24","True","False","generated_1935319b-6d42-4309-99eb-fdf7003928ae_to_l3_r2_x-ai_grok-4.1-fast","3","x-ai/grok-4.1-fast","openrouter","1935319b-6d42-4309-99eb-fdf7003928ae","generated","1935319b-6d42-4309-99eb-fdf7003928ae.json","b0e947cf-4678-4286-bff4-47fc5f4834cc","True","2","1","2015","12870","14885","2","143246",,
"2026/3/1 13:06:44","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","11","24","True","False","generated_1aa948e6-8ed3-4f58-9bf3-6c597cef030b_to_l3_r3_x-ai_grok-4.1-fast","3","x-ai/grok-4.1-fast","openrouter","1aa948e6-8ed3-4f58-9bf3-6c597cef030b","generated","1aa948e6-8ed3-4f58-9bf3-6c597cef030b.json","e9c7ad5a-7c57-4215-8c58-e9a67d38fa41","True","1","0.8357","1058","5400","6458","1","36730",,
"2026/3/1 13:09:54","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","12","24","True","False","generated_1d07bc5b-d510-4384-8583-aad7baff6773_to_l3_r4_x-ai_grok-4.1-fast","3","x-ai/grok-4.1-fast","openrouter","1d07bc5b-d510-4384-8583-aad7baff6773","generated","1d07bc5b-d510-4384-8583-aad7baff6773.json","b530ee33-ad38-4038-bb26-281c56a6ef66","True","3","0.83","3616","25271","28887","3","189493",,
"2026/3/1 13:11:47","adjust_main_n8_mb03_2026-03-01T12-48-35-695Z.jsonl","3","13","24","True","False","generated_1eff4d7a-8ebe-4111-8851-32b0a55876be_to_l3_r5_x-ai_grok-4.1-fast","3","x-ai/grok-4.1-fast","openrouter","1eff4d7a-8ebe-4111-8851-32b0a55876be","generated","1eff4d7a-8ebe-4111-8851-32b0a55876be.json","8ec36ef8-7e67-41f8-94df-8dbc20983951","True","2","0.98","2609","12491","15100","2","112353",,
