batch_id,experiment_id,model,sample_id,article_id,target_level,hit_target_final,round,accepted,reason,distance_to_target,best_distance_before,best_distance_after,distance_delta_vs_best_before,improved_this_round,fidelity_overall,fk,fre,ari,coleman_liau,gunning_fog,llm_errors_so_far
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,ccc53388-377d-4509-b735-be8ff25cf698,4,false,4,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.0098;center_gap=1.48;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.0098,0.0098,0.0098,0,false,1,12.74,40.3,12.93,12.84,10.73,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,ccc53388-377d-4509-b735-be8ff25cf698,4,false,4,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.0098;center_gap=1.48;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.012,0.0098,0.0098,0.0022,false,1,12.73,40.31,13.08,13.05,10.67,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,ccc53388-377d-4509-b735-be8ff25cf698,4,false,4,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.0098;center_gap=1.48;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.4382,0.0098,0.0098,0.4284,false,0.959,14.57,20.41,15.18,17.69,10.42,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,ccc53388-377d-4509-b735-be8ff25cf698,4,false,5,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.0098;center_gap=1.48;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.0047,0.0098,0.0047,-0.0051,true,1,13.01,38.93,13.25,13.05,10.87,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,404c62c3-157b-4dc4-9c52-3ec61a85ab32,2,false,1,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.3498;center_gap=2.12;mode=word_budget_3;dominant=word;dir_changed=0,0.3307,0.3498,0.3307,-0.0191,true,1,10.1,53.76,10.4,11.35,8.71,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,404c62c3-157b-4dc4-9c52-3ec61a85ab32,2,false,2,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.3307;center_gap=2.1;mode=word_budget_3;dominant=word;dir_changed=0,0.3307,0.3307,0.3307,0,false,1,10.1,53.76,10.4,11.35,8.71,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,404c62c3-157b-4dc4-9c52-3ec61a85ab32,2,false,2,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.3307;center_gap=2.1;mode=word_budget_3;dominant=word;dir_changed=0,0.3171,0.3307,0.3171,-0.0136,true,1,10.06,54.03,10.35,11.28,8.71,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,404c62c3-157b-4dc4-9c52-3ec61a85ab32,2,false,3,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.3171;center_gap=2.07;mode=word_budget_3;dominant=word;dir_changed=0,0.3148,0.3171,0.3148,-0.0023,true,1,10.05,54.13,10.35,11.28,8.71,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,404c62c3-157b-4dc4-9c52-3ec61a85ab32,2,false,4,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.3148;center_gap=2.06;mode=word_budget_3;dominant=word;dir_changed=0,0.3027,0.3148,0.3027,-0.0121,true,1,10.01,54.4,10.31,11.23,8.67,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,404c62c3-157b-4dc4-9c52-3ec61a85ab32,2,false,5,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.3027;center_gap=2.05;mode=word_budget_3;dominant=word;dir_changed=0,0.2897,0.3027,0.2897,-0.013,true,1,9.96,54.77,10.28,11.2,8.67,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,d243f78f-18e4-4ddf-acc7-7fab7241e60f,4,false,1,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.1490;center_gap=2.88;mode=sentence_budget_1;dominant=sentence;dir_changed=0,1.41,0.149,0.149,1.261,false,0.8275,18.51,-11.12,17.96,22.09,13.88,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,d243f78f-18e4-4ddf-acc7-7fab7241e60f,4,false,1,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.1490;center_gap=2.88;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.0596,0.149,0.0596,-0.0894,true,1,11.72,40.88,11.55,13.13,9.36,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,d243f78f-18e4-4ddf-acc7-7fab7241e60f,4,false,2,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.0596;center_gap=1.79;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.0578,0.0596,0.0578,-0.0018,true,1,11.77,40.55,11.63,13.23,9.41,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,d243f78f-18e4-4ddf-acc7-7fab7241e60f,4,false,3,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.0578;center_gap=1.73;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.0516,0.0578,0.0516,-0.0062,true,1,11.94,39.45,11.78,13.39,9.58,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,d243f78f-18e4-4ddf-acc7-7fab7241e60f,4,false,4,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.0516;center_gap=1.57;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.0516,0.0516,0.0516,0,false,1,11.94,39.45,11.78,13.39,9.58,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,d243f78f-18e4-4ddf-acc7-7fab7241e60f,4,false,4,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.0516;center_gap=1.57;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.1404,0.0516,0.0516,0.0888,false,1,13.5,27.52,13.26,15.45,10.53,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,d243f78f-18e4-4ddf-acc7-7fab7241e60f,4,false,4,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.0516;center_gap=1.57;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.0942,0.0516,0.0516,0.0426,false,0.99,12.93,32.16,12.63,14.51,10.3,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,d243f78f-18e4-4ddf-acc7-7fab7241e60f,4,false,5,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.0516;center_gap=1.57;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.0469,0.0516,0.0469,-0.0047,true,1,12.08,38.41,11.99,13.66,9.71,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,d8f6959d-ca7f-4751-9b7b-ec28d57c9a2c,2,false,1,true,accepted_better_distance|tier=dist_0.5_to_1.5;dist=0.7319;center_gap=3.83;mode=word_only;dominant=word;dir_changed=0,0.3946,0.7319,0.3946,-0.3373,true,1,10.86,56.77,11.31,9.88,9.62,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,d8f6959d-ca7f-4751-9b7b-ec28d57c9a2c,2,false,2,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.3946;center_gap=2.76;mode=word_budget_3;dominant=word;dir_changed=0,0.3801,0.3946,0.3801,-0.0145,true,1,10.8,57.18,11.25,9.8,9.62,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,d8f6959d-ca7f-4751-9b7b-ec28d57c9a2c,2,false,3,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.3801;center_gap=2.72;mode=word_budget_3;dominant=word;dir_changed=0,0.3768,0.3801,0.3768,-0.0033,true,1,10.79,57.28,11.23,9.78,9.62,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,d8f6959d-ca7f-4751-9b7b-ec28d57c9a2c,2,false,4,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.3768;center_gap=2.71;mode=word_budget_3;dominant=word;dir_changed=0,0.3603,0.3768,0.3603,-0.0165,true,1,10.72,57.8,11.18,9.71,9.57,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,d8f6959d-ca7f-4751-9b7b-ec28d57c9a2c,2,false,5,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.3603;center_gap=2.66;mode=word_budget_3;dominant=word;dir_changed=0,0.3469,0.3603,0.3469,-0.0134,true,1,10.66,58.21,11.14,9.66,9.57,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,7f8727e5-955a-43bb-b7ec-54ee078291d4,4,false,1,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.0284;center_gap=1.43;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.9356,0.0284,0.0284,0.9072,false,0.7673,16.72,1.1,15.92,19.71,11.79,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,7f8727e5-955a-43bb-b7ec-54ee078291d4,4,false,1,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.0284;center_gap=1.43;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.3608,0.0284,0.0284,0.3324,false,0.8984,14.85,21.68,14.85,16.3,10.69,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,7f8727e5-955a-43bb-b7ec-54ee078291d4,4,false,1,false,rejected_not_better_regenerate|tier=dist_lt_0.5;dist=0.0284;center_gap=1.43;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.9431,0.0284,0.0284,0.9147,false,0.7466,16.65,3.39,16.53,19.98,10.9,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,7f8727e5-955a-43bb-b7ec-54ee078291d4,4,false,2,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.0284;center_gap=1.43;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.0265,0.0284,0.0265,-0.0019,true,1,12.15,47.4,12.57,11.49,10.27,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,7f8727e5-955a-43bb-b7ec-54ee078291d4,4,false,3,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.0265;center_gap=1.38;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.0113,0.0265,0.0113,-0.0152,true,1,12.83,42.09,13.09,12.26,10.69,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,7f8727e5-955a-43bb-b7ec-54ee078291d4,4,false,4,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.0113;center_gap=1.58;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.0095,0.0113,0.0095,-0.0018,true,1,12.95,41.26,13.2,12.4,10.74,0
adj_q_small_20260227_205152,ch5_small_adjust_questions_20260227_205152,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l4,7f8727e5-955a-43bb-b7ec-54ee078291d4,4,false,5,true,accepted_better_distance|tier=dist_lt_0.5;dist=0.0095;center_gap=1.64;mode=sentence_budget_1;dominant=sentence;dir_changed=0,0.0076,0.0095,0.0076,-0.0019,true,1,13.01,40.84,13.25,12.47,10.79,0
