batch_id,experiment_id,model,sample_id,article_id,target_level,hit_target_final,round,accepted,reason,distance_to_target,best_distance_before,best_distance_after,distance_delta_vs_best_before,improved_this_round,fidelity_overall,fk,fre,ari,coleman_liau,gunning_fog,llm_errors_so_far
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l2,f0362e86-e8a4-4702-94fb-fb02744cdc4c,2,false,1,true,accepted_better_distance|tier=dist_gt_2;dist=2.6805;center_gap=3.94;mode=both;dominant=word;dir_changed=0;wb=52;sb=15;lf=1.19;df=2.10;af=na;pg=na;pd=na;af_fb=0,2.1606,2.6805,2.1606,-0.5199,true,0.8614,3.87,79.41,3.59,6.84,3.4,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l2,f0362e86-e8a4-4702-94fb-fb02744cdc4c,2,false,5,false,rejected_not_better_regenerate|tier=dist_gt_2;dist=2.1606;center_gap=4.21;mode=both;dominant=sentence;dir_changed=0;wb=52;sb=33;lf=1.03;df=1.98;af=1.0000;pg=2.1606;pd=0.0000;af_fb=1,7.9945,2.1606,2.1606,5.8339,false,0.8769,21.25,1.07,23.71,19.18,16.84,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l2,f0362e86-e8a4-4702-94fb-fb02744cdc4c,2,false,5,false,rejected_not_better_regenerate|tier=dist_gt_2;dist=2.1606;center_gap=4.21;mode=both;dominant=sentence;dir_changed=0;wb=52;sb=33;lf=1.03;df=1.98;af=1.0000;pg=2.1606;pd=0.0000;af_fb=1,7.2349,2.1606,2.1606,5.0743,false,0.7538,19.4,-0.52,20.94,20.64,13.83,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,bf84d3b7-9d4d-40c7-87fd-8b3c96e47a76,4,false,1,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4601;center_gap=1.28;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=13;sb=3;lf=1.19;df=1.13;af=na;pg=na;pd=na;af_fb=0,3.1596,0.4601,0.4601,2.6995,false,0.7959,17.22,1.5,18.07,21.28,12.29,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,bf84d3b7-9d4d-40c7-87fd-8b3c96e47a76,4,false,1,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4601;center_gap=1.28;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=13;sb=3;lf=1.19;df=1.13;af=na;pg=na;pd=na;af_fb=0,3.48,0.4601,0.4601,3.0199,false,0.7393,17.79,-5.54,17.99,22.01,12.22,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,bf84d3b7-9d4d-40c7-87fd-8b3c96e47a76,4,false,1,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4601;center_gap=1.28;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=13;sb=3;lf=1.19;df=1.13;af=na;pg=na;pd=na;af_fb=0,3.0536,0.4601,0.4601,2.5935,false,0.7493,16.84,1.32,17.27,21.1,11.87,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,bf84d3b7-9d4d-40c7-87fd-8b3c96e47a76,4,false,2,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4601;center_gap=1.28;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=13;sb=3;lf=1.19;df=1.13;af=1.0000;pg=0.4601;pd=0.0000;af_fb=1,3.3771,0.4601,0.4601,2.917,false,0.7648,18.18,-1.77,18.93,21.26,13.39,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,bf84d3b7-9d4d-40c7-87fd-8b3c96e47a76,4,false,2,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4601;center_gap=1.28;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=13;sb=3;lf=1.19;df=1.13;af=1.0000;pg=0.4601;pd=0.0000;af_fb=1,3.4444,0.4601,0.4601,2.9843,false,0.7703,17.86,-4.03,18.33,21.88,12.59,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,bf84d3b7-9d4d-40c7-87fd-8b3c96e47a76,4,false,2,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4601;center_gap=1.28;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=13;sb=3;lf=1.19;df=1.13;af=1.0000;pg=0.4601;pd=0.0000;af_fb=1,1.3018,0.4601,0.4601,0.8417,false,0.9534,13.33,27.85,13.71,16.26,9.82,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,bf84d3b7-9d4d-40c7-87fd-8b3c96e47a76,4,false,3,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4601;center_gap=1.28;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=13;sb=3;lf=1.19;df=1.13;af=1.0000;pg=0.4601;pd=0.0000;af_fb=1,1.8963,0.4601,0.4601,1.4362,false,0.9179,14.75,20.16,15.28,17.5,10.5,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,bf84d3b7-9d4d-40c7-87fd-8b3c96e47a76,4,false,3,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4601;center_gap=1.28;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=13;sb=3;lf=1.19;df=1.13;af=1.0000;pg=0.4601;pd=0.0000;af_fb=1,3.0114,0.4601,0.4601,2.5513,false,0.7748,16.95,1.9,17.35,20.82,12.25,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,bf84d3b7-9d4d-40c7-87fd-8b3c96e47a76,4,false,3,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4601;center_gap=1.28;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=13;sb=3;lf=1.19;df=1.13;af=1.0000;pg=0.4601;pd=0.0000;af_fb=1,3.5174,0.4601,0.4601,3.0573,false,0.7448,17.96,-5.86,18.21,22.03,12.45,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,bf84d3b7-9d4d-40c7-87fd-8b3c96e47a76,4,false,4,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4601;center_gap=1.28;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=13;sb=3;lf=1.19;df=1.13;af=1.0000;pg=0.4601;pd=0.0000;af_fb=1,0.5205,0.4601,0.4601,0.0604,false,1,12.58,40.69,12.75,12.86,10.5,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,bf84d3b7-9d4d-40c7-87fd-8b3c96e47a76,4,false,4,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4601;center_gap=1.28;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=13;sb=3;lf=1.19;df=1.13;af=1.0000;pg=0.4601;pd=0.0000;af_fb=1,2.21,0.4601,0.4601,1.7499,false,0.9279,15.22,14.94,15.8,18.71,10.96,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,bf84d3b7-9d4d-40c7-87fd-8b3c96e47a76,4,false,4,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4601;center_gap=1.28;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=13;sb=3;lf=1.19;df=1.13;af=1.0000;pg=0.4601;pd=0.0000;af_fb=1,2.4861,0.4601,0.4601,2.026,false,0.8869,15.86,10.02,16.19,19.28,11.29,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,bf84d3b7-9d4d-40c7-87fd-8b3c96e47a76,4,false,5,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4601;center_gap=1.28;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=13;sb=3;lf=1.19;df=1.13;af=1.0000;pg=0.4601;pd=0.0000;af_fb=1,0.4822,0.4601,0.4601,0.0221,false,1,12.45,41.78,12.59,12.6,10.53,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,bf84d3b7-9d4d-40c7-87fd-8b3c96e47a76,4,false,5,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4601;center_gap=1.28;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=13;sb=3;lf=1.19;df=1.13;af=1.0000;pg=0.4601;pd=0.0000;af_fb=1,3.3555,0.4601,0.4601,2.8954,false,0.7648,17.74,-2.96,18.23,21.69,12.86,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage1_b1idvj_to_l4,bf84d3b7-9d4d-40c7-87fd-8b3c96e47a76,4,false,5,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4601;center_gap=1.28;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=13;sb=3;lf=1.19;df=1.13;af=1.0000;pg=0.4601;pd=0.0000;af_fb=1,3.51,0.4601,0.4601,3.0499,false,0.7293,18.12,-5.41,18.48,21.92,12.92,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,cdcf6f1d-a6db-4d12-bbd0-ad38412660f8,2,false,1,true,accepted_better_distance|tier=dist_1_to_2;dist=1.5247;center_gap=2.12;mode=word_only;dominant=word;dir_changed=0;wb=50;sb=8;lf=1.24;df=1.66;af=na;pg=na;pd=na;af_fb=0,1.1583,1.5247,1.1583,-0.3664,true,1,9.46,58.49,9.94,10.72,8.4,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,cdcf6f1d-a6db-4d12-bbd0-ad38412660f8,2,false,2,true,accepted_better_distance|tier=dist_1_to_2;dist=1.1583;center_gap=1.83;mode=word_only;dominant=word;dir_changed=0;wb=52;sb=19;lf=1.24;df=1.48;af=4.0000;pg=1.5247;pd=0.3664;af_fb=0,0.9942,1.1583,0.9942,-0.1641,true,0.9679,9.21,60.33,9.56,10.24,8.19,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,cdcf6f1d-a6db-4d12-bbd0-ad38412660f8,2,false,3,true,accepted_better_distance|tier=dist_lt_1;dist=0.9942;center_gap=1.69;mode=word_budget_3;dominant=word;dir_changed=0;wb=52;sb=19;lf=1.25;df=1.40;af=4.0000;pg=1.1583;pd=0.1641;af_fb=0,0.4001,0.9942,0.4001,-0.5941,true,0.9598,7.16,69.68,7.2,8.82,6.64,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,cdcf6f1d-a6db-4d12-bbd0-ad38412660f8,2,false,4,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4001;center_gap=0.97;mode=sentence_budget_1;dominant=sentence;dir_changed=1;wb=52;sb=19;lf=1.14;df=1.10;af=1.6735;pg=0.9942;pd=0.5941;af_fb=0,4.2153,0.4001,0.4001,3.8152,false,0.9279,14.1,16.15,13.42,17.56,9.28,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,cdcf6f1d-a6db-4d12-bbd0-ad38412660f8,2,false,4,true,accepted_better_distance|tier=dist_lt_1;dist=0.4001;center_gap=0.97;mode=sentence_budget_1;dominant=sentence;dir_changed=1;wb=52;sb=19;lf=1.14;df=1.10;af=1.6735;pg=0.9942;pd=0.5941;af_fb=0,0.3757,0.4001,0.3757,-0.0244,true,0.9598,7.22,69.25,7.24,8.87,6.64,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,cdcf6f1d-a6db-4d12-bbd0-ad38412660f8,2,false,5,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.3757;center_gap=0.96;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=52;sb=19;lf=1.14;df=1.09;af=4.0000;pg=0.4001;pd=0.0244;af_fb=0,0.4831,0.3757,0.3757,0.1074,false,0.9679,7.76,65.06,7.73,9.56,6.63,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,cdcf6f1d-a6db-4d12-bbd0-ad38412660f8,2,false,5,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.3757;center_gap=0.96;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=52;sb=19;lf=1.14;df=1.09;af=4.0000;pg=0.4001;pd=0.0244;af_fb=0,1.3809,0.3757,0.3757,1.0052,false,0.9679,9.35,53.78,9.26,11.45,7.26,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l2,cdcf6f1d-a6db-4d12-bbd0-ad38412660f8,2,false,5,true,accepted_better_distance|tier=dist_lt_1;dist=0.3757;center_gap=0.96;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=52;sb=19;lf=1.14;df=1.09;af=4.0000;pg=0.4001;pd=0.0244;af_fb=0,0.3496,0.3757,0.3496,-0.0261,true,0.9679,7.28,68.76,7.28,8.94,6.62,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,31f3abed-602e-4a1a-a0c6-9a5411170141,4,false,1,true,accepted_better_distance|tier=dist_1_to_2;dist=1.1430;center_gap=2.88;mode=sentence_only;dominant=sentence;dir_changed=0;wb=18;sb=15;lf=1.24;df=1.47;af=na;pg=na;pd=na;af_fb=0,0.5952,1.143,0.5952,-0.5478,true,1,13.1,45.79,14.28,11.96,11.75,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,31f3abed-602e-4a1a-a0c6-9a5411170141,4,false,2,true,accepted_better_distance|tier=dist_lt_1;dist=0.5952;center_gap=1.71;mode=sentence_budget_1;dominant=sentence;dir_changed=1;wb=38;sb=13;lf=1.24;df=1.20;af=2.0865;pg=1.1430;pd=0.5478;af_fb=0,0.4741,0.5952,0.4741,-0.1211,true,1,12.36,47.64,13.33,11.88,10.98,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,31f3abed-602e-4a1a-a0c6-9a5411170141,4,false,3,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4741;center_gap=1.4;mode=sentence_budget_1;dominant=sentence;dir_changed=1;wb=52;sb=14;lf=1.24;df=1.14;af=4.0000;pg=0.5952;pd=0.1211;af_fb=0,2.4475,0.4741,0.4741,1.9734,false,0.9218,16.33,11,16.61,18.52,12.07,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,31f3abed-602e-4a1a-a0c6-9a5411170141,4,false,3,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4741;center_gap=1.4;mode=sentence_budget_1;dominant=sentence;dir_changed=1;wb=52;sb=14;lf=1.24;df=1.14;af=4.0000;pg=0.5952;pd=0.1211;af_fb=0,1.6029,0.4741,0.4741,1.1288,false,0.99,14.6,24.92,15.12,16.2,10.9,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,31f3abed-602e-4a1a-a0c6-9a5411170141,4,false,3,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4741;center_gap=1.4;mode=sentence_budget_1;dominant=sentence;dir_changed=1;wb=52;sb=14;lf=1.24;df=1.14;af=4.0000;pg=0.5952;pd=0.1211;af_fb=0,2.0069,0.4741,0.4741,1.5328,false,0.972,15.49,18.17,15.88,17.27,11.63,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,31f3abed-602e-4a1a-a0c6-9a5411170141,4,false,4,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4741;center_gap=1.4;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=52;sb=14;lf=1.24;df=1.14;af=1.0000;pg=0.4741;pd=0.0000;af_fb=1,2.3664,0.4741,0.4741,1.8923,false,0.9379,16.15,10.85,16.28,18.54,12.5,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,31f3abed-602e-4a1a-a0c6-9a5411170141,4,false,4,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4741;center_gap=1.4;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=52;sb=14;lf=1.24;df=1.14;af=1.0000;pg=0.4741;pd=0.0000;af_fb=1,2.743,0.4741,0.4741,2.2689,false,0.9137,17.07,5.51,17.03,19.09,12.57,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,31f3abed-602e-4a1a-a0c6-9a5411170141,4,false,4,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4741;center_gap=1.4;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=52;sb=14;lf=1.24;df=1.14;af=1.0000;pg=0.4741;pd=0.0000;af_fb=1,2.4851,0.4741,0.4741,2.011,false,0.9218,16.85,10.63,17.18,18.19,13.04,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,31f3abed-602e-4a1a-a0c6-9a5411170141,4,false,5,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4741;center_gap=1.4;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=52;sb=14;lf=1.24;df=1.14;af=1.0000;pg=0.4741;pd=0.0000;af_fb=1,2.4839,0.4741,0.4741,2.0098,false,0.9037,16.15,10.47,16.54,18.98,11.83,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,31f3abed-602e-4a1a-a0c6-9a5411170141,4,false,5,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4741;center_gap=1.4;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=52;sb=14;lf=1.24;df=1.14;af=1.0000;pg=0.4741;pd=0.0000;af_fb=1,2.3652,0.4741,0.4741,1.8911,false,0.9398,16.66,12.38,16.99,17.85,13.08,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test1_passage3_91iewj_to_l4,31f3abed-602e-4a1a-a0c6-9a5411170141,4,false,5,false,rejected_not_better_regenerate|tier=dist_lt_1;dist=0.4741;center_gap=1.4;mode=sentence_budget_1;dominant=sentence;dir_changed=0;wb=52;sb=14;lf=1.24;df=1.14;af=1.0000;pg=0.4741;pd=0.0000;af_fb=1,2.0886,0.4741,0.4741,1.6145,false,0.9298,15.41,16.54,15.66,17.65,11.08,0
adj_q_small_20260227_224849,ch5_small_adjust_questions_20260227_224849,x-ai/grok-4.1-fast,ielts_13_test2_passage1_21iffj_to_l2,0e6cd2a0-3114-4d9c-b28b-0c40b3a50dfa,2,false,1,true,accepted_better_distance|tier=dist_gt_2;dist=2.3859;center_gap=3.83;mode=both;dominant=word;dir_changed=0;wb=52;sb=13;lf=1.17;df=2.09;af=na;pg=na;pd=na;af_fb=0,1.5112,2.3859,1.5112,-0.8747,true,0.7877,4.93,71.82,4.68,8.2,3.3,0
